weekly_label,avg_mood_score,mood_variability,journal_negative_ratio,quickcheckin_avg,low_signal_rate,stress_mean,energy_mean,recovery_score
Needs Support,2.573,0.551,0.599,2.832,0.457,3.947,2.171,0.253
Needs Support,2.144,0.549,0.522,2.064,0.59,3.915,2.274,0.277
Needs Support,2.696,0.71,0.528,2.521,0.642,3.667,1.914,0.314
Needs Support,2.815,0.454,0.573,2.321,0.475,4.311,2.26,0.404
Needs Support,2.168,0.492,0.619,2.224,0.494,3.728,2.141,0.277
Needs Support,2.449,0.445,0.57,2.641,0.491,4.126,2.349,0.486
Needs Support,2.112,0.655,0.528,2.865,0.7,3.703,1.896,0.339
Needs Support,2.306,0.753,0.484,2.1,0.537,3.68,2.559,0.243
Needs Support,2.553,0.756,0.478,2.598,0.487,3.774,1.861,0.25
Needs Support,2.823,0.628,0.518,2.166,0.595,4.294,2.396,0.417
Needs Support,2.2,0.537,0.581,2.212,0.522,4.078,2.097,0.337
Needs Support,2.149,0.504,0.707,2.547,0.664,3.712,2.043,0.487
Needs Support,2.067,0.427,0.703,2.508,0.629,4.383,2.079,0.235
Needs Support,2.748,0.725,0.49,2.769,0.617,3.823,2.122,0.423
Needs Support,2.127,0.461,0.621,2.58,0.568,4.349,2.299,0.28
Needs Support,2.194,0.484,0.486,2.554,0.491,4.293,1.934,0.415
Needs Support,2.231,0.564,0.618,2.63,0.455,4.139,1.939,0.37
Needs Support,2.594,0.668,0.616,2.943,0.435,4.099,2.081,0.28
Needs Support,2.834,0.59,0.608,2.201,0.582,3.93,2.593,0.382
Needs Support,2.42,0.559,0.626,2.056,0.679,4.306,2.304,0.411
Needs Support,2.288,0.579,0.664,2.571,0.413,4.076,2.651,0.241
Needs Support,2.589,0.585,0.527,2.574,0.441,3.805,2.047,0.487
Needs Support,2.116,0.654,0.472,2.454,0.531,3.827,2.495,0.387
Needs Support,2.746,0.642,0.597,2.405,0.451,4.17,2.329,0.286
Needs Support,2.497,0.645,0.665,2.569,0.4,4.283,1.933,0.356
Needs Support,2.645,0.468,0.594,2.831,0.473,4.211,2.049,0.275
Needs Support,2.728,0.533,0.649,2.209,0.541,4.204,1.932,0.375
Needs Support,1.994,0.718,0.752,2.218,0.499,4.118,2.74,0.423
Needs Support,2.353,0.608,0.652,2.114,0.668,3.985,2.622,0.45
Needs Support,2.625,0.45,0.473,2.697,0.517,4.28,2.229,0.404
Needs Support,2.631,0.776,0.768,2.157,0.685,4.268,2.274,0.448
Needs Support,2.489,0.761,0.516,2.824,0.589,4.243,1.922,0.331
Needs Support,2.541,0.438,0.608,2.399,0.562,4.274,2.156,0.397
Needs Support,2.231,0.563,0.514,2.595,0.681,3.653,1.935,0.484
Needs Support,2.444,0.7,0.523,2.794,0.436,3.775,2.671,0.274
Needs Support,2.48,0.451,0.647,2.827,0.558,4.136,2.277,0.336
Needs Support,2.241,0.76,0.643,2.637,0.669,3.782,2.359,0.398
Needs Support,2.835,0.758,0.537,2.263,0.68,4.175,2.021,0.31
Needs Support,2.105,0.649,0.501,2.105,0.683,3.665,2.474,0.489
Needs Support,2.373,0.731,0.671,2.237,0.546,4.159,2.494,0.402
Needs Support,2.738,0.685,0.472,2.517,0.548,4.274,2.561,0.228
Needs Support,2.79,0.599,0.622,2.621,0.612,4.126,2.485,0.375
Needs Support,2.006,0.733,0.769,2.848,0.698,4.106,2.668,0.262
Needs Support,2.5,0.483,0.508,2.741,0.425,3.859,1.889,0.23
Needs Support,2.362,0.429,0.592,2.715,0.582,3.642,2.436,0.339
Needs Support,2.043,0.748,0.632,2.536,0.664,4.227,2.667,0.394
Needs Support,2.018,0.737,0.767,2.704,0.506,3.63,2.131,0.487
Needs Support,2.242,0.69,0.497,2.458,0.491,4.008,2.112,0.379
Needs Support,2.636,0.632,0.605,2.862,0.46,4.183,2.31,0.257
Needs Support,2.408,0.72,0.73,2.503,0.537,3.906,2.544,0.396
Needs Support,1.969,0.779,0.619,2.71,0.572,3.605,2.24,0.346
Needs Support,2.188,0.704,0.751,2.939,0.656,4.218,2.222,0.236
Needs Support,2.013,0.764,0.701,2.243,0.586,3.819,2.204,0.315
Needs Support,2.552,0.549,0.756,2.809,0.693,4.31,2.279,0.301
Needs Support,2.557,0.738,0.626,2.499,0.545,4.285,2.02,0.44
Needs Support,2.187,0.548,0.561,2.493,0.649,3.791,2.467,0.379
Needs Support,2.831,0.536,0.671,2.215,0.519,3.881,2.057,0.281
Needs Support,2.772,0.597,0.674,2.895,0.596,4.051,2.536,0.233
Needs Support,2.684,0.442,0.502,2.238,0.417,4.086,2.565,0.217
Needs Support,2.329,0.531,0.68,2.854,0.413,3.955,1.907,0.461
Needs Support,2.067,0.484,0.51,2.486,0.687,4.138,2.372,0.325
Needs Support,2.063,0.762,0.578,2.257,0.552,4.189,2.17,0.222
Needs Support,2.604,0.751,0.51,2.712,0.465,4.254,2.738,0.345
Needs Support,2.242,0.622,0.494,2.706,0.637,3.734,2.605,0.418
Needs Support,2.164,0.591,0.689,2.214,0.397,3.636,2.573,0.232
Needs Support,2.545,0.573,0.56,2.708,0.671,4.152,1.859,0.446
Needs Support,2.562,0.711,0.722,2.672,0.608,3.729,2.012,0.342
Needs Support,2.725,0.508,0.504,2.211,0.414,3.676,2.284,0.407
Needs Support,2.192,0.612,0.622,2.285,0.588,3.865,1.866,0.353
Needs Support,2.391,0.543,0.553,2.06,0.51,3.803,2.249,0.286
Needs Support,2.645,0.46,0.607,2.356,0.393,4.126,2.579,0.214
Needs Support,2.701,0.702,0.584,2.094,0.509,3.953,2.661,0.386
Needs Support,2.072,0.441,0.48,2.106,0.513,4.032,2.65,0.262
Needs Support,2.63,0.65,0.586,2.311,0.663,4.27,2.321,0.329
Needs Support,2.367,0.552,0.727,2.136,0.687,4.11,2.356,0.46
Needs Support,2.42,0.741,0.689,2.261,0.646,3.904,2.329,0.452
Needs Support,2.299,0.498,0.506,2.207,0.472,4.283,2.742,0.292
Needs Support,2.364,0.478,0.487,2.469,0.684,4.183,2.259,0.276
Needs Support,2.208,0.574,0.685,2.302,0.557,4.353,2.62,0.452
Needs Support,2.643,0.664,0.64,2.686,0.479,3.927,2.346,0.321
Needs Support,2.79,0.708,0.703,2.125,0.636,4.383,2.699,0.283
Needs Support,2.352,0.662,0.754,2.362,0.578,4.02,2.736,0.214
Needs Support,2.085,0.675,0.554,2.767,0.688,3.824,2.034,0.347
Needs Support,2.576,0.699,0.525,2.445,0.404,4.096,2.319,0.266
Needs Support,2.08,0.56,0.551,2.376,0.626,4.217,2.026,0.28
Needs Support,2.055,0.471,0.549,2.895,0.667,4.207,2.526,0.394
Needs Support,2.612,0.539,0.598,2.117,0.47,4.2,2.048,0.342
Needs Support,2.836,0.71,0.565,2.2,0.585,3.923,2.657,0.384
Needs Support,2.379,0.653,0.677,2.344,0.698,4.276,2.268,0.437
Needs Support,2.703,0.437,0.707,2.381,0.413,3.896,2.386,0.271
Needs Support,2.634,0.706,0.508,2.522,0.632,4.334,2.422,0.302
Needs Support,2.2,0.74,0.553,2.212,0.58,3.971,2.244,0.419
Needs Support,2.382,0.538,0.587,2.571,0.618,3.634,2.679,0.304
Needs Support,2.666,0.682,0.722,2.482,0.544,3.91,2.262,0.349
Needs Support,2.411,0.585,0.685,2.195,0.583,3.647,2.496,0.474
Needs Support,2.671,0.43,0.735,2.537,0.511,4.202,2.292,0.292
Needs Support,2.673,0.706,0.545,2.464,0.44,3.991,2.499,0.455
Needs Support,2.274,0.725,0.545,2.668,0.68,4.359,2.001,0.235
Needs Support,2.468,0.777,0.646,2.852,0.541,4.041,2.573,0.425
Needs Support,2.288,0.509,0.752,2.46,0.603,4.277,2.182,0.457
Needs Support,2.673,0.773,0.51,2.794,0.578,3.645,2.38,0.281
Needs Support,2.087,0.718,0.609,2.543,0.417,3.975,2.567,0.349
Needs Support,2.581,0.738,0.68,2.216,0.561,3.789,1.943,0.354
Needs Support,2.418,0.518,0.707,2.609,0.682,3.639,2.492,0.386
Needs Support,2.826,0.495,0.737,2.441,0.49,3.954,2.291,0.439
Needs Support,2.095,0.741,0.574,2.167,0.439,4.072,2.258,0.228
Needs Support,2.309,0.448,0.489,2.136,0.561,4.346,2.048,0.29
Needs Support,2.402,0.472,0.533,2.783,0.521,3.774,2.708,0.238
Needs Support,2.466,0.51,0.723,2.602,0.46,4.311,2.125,0.348
Needs Support,2.678,0.557,0.681,2.946,0.483,3.95,1.967,0.327
Needs Support,2.18,0.531,0.594,2.796,0.415,3.944,1.979,0.353
Needs Support,2.302,0.758,0.629,2.674,0.469,4.176,2.094,0.412
Needs Support,2.537,0.485,0.619,2.606,0.422,4.189,2.557,0.333
Needs Support,1.968,0.662,0.731,2.634,0.446,4.205,2.151,0.335
Needs Support,2.377,0.437,0.6,2.882,0.56,4.348,2.442,0.44
Needs Support,2.444,0.669,0.675,2.601,0.419,3.666,2.487,0.246
Needs Support,2.156,0.446,0.525,2.664,0.452,4.378,2.652,0.388
Needs Support,2.271,0.513,0.498,2.435,0.474,4.028,2.627,0.327
Needs Support,2.797,0.56,0.536,2.666,0.609,3.922,2.262,0.355
Needs Support,2.083,0.492,0.505,2.736,0.391,3.673,1.957,0.244
Needs Support,2.204,0.745,0.614,2.612,0.65,4.145,1.917,0.378
Needs Support,2.346,0.592,0.712,2.504,0.52,3.706,2.068,0.249
Needs Support,2.502,0.624,0.769,2.763,0.533,3.93,2.608,0.379
Needs Support,2.595,0.492,0.586,2.24,0.578,3.808,1.952,0.259
Needs Support,2.665,0.602,0.699,2.084,0.489,3.92,2.437,0.383
Needs Support,2.82,0.552,0.695,2.131,0.458,3.652,1.909,0.248
Needs Support,2.292,0.512,0.705,2.789,0.592,4.12,2.567,0.289
Needs Support,2.515,0.514,0.698,2.461,0.678,3.811,2.273,0.274
Needs Support,2.056,0.462,0.706,2.131,0.445,3.668,2.432,0.241
Needs Support,2.047,0.633,0.623,2.608,0.629,4.363,2.394,0.4
Needs Support,2.482,0.616,0.511,2.947,0.465,3.751,2.434,0.454
Needs Support,2.843,0.702,0.612,2.157,0.615,4.158,2.562,0.254
Needs Support,2.031,0.425,0.492,2.568,0.601,3.767,2.103,0.282
Needs Support,2.763,0.664,0.755,2.837,0.521,4.203,2.274,0.44
Needs Support,2.079,0.748,0.57,2.869,0.407,4.349,2.19,0.34
Needs Support,2.003,0.751,0.629,2.534,0.705,4.302,1.909,0.427
Needs Support,1.97,0.507,0.693,2.603,0.476,4.255,1.991,0.303
Needs Support,2.814,0.643,0.677,2.612,0.666,3.737,2.325,0.256
Needs Support,2.365,0.633,0.589,2.261,0.703,4.1,2.363,0.213
Needs Support,2.484,0.61,0.51,2.645,0.483,4.26,2.505,0.261
Needs Support,2.088,0.679,0.626,2.915,0.65,3.668,2.358,0.286
Needs Support,2.026,0.662,0.758,2.717,0.538,3.601,1.981,0.289
Needs Support,2.098,0.547,0.687,2.311,0.476,4.158,2.602,0.328
Needs Support,2.526,0.732,0.55,2.329,0.441,3.999,2.582,0.481
Needs Support,2.262,0.501,0.716,2.249,0.488,3.73,2.061,0.227
Needs Support,2.701,0.516,0.616,2.507,0.705,3.609,2.503,0.294
Needs Support,1.952,0.496,0.744,2.571,0.483,4.08,2.696,0.361
Needs Support,2.796,0.621,0.753,2.942,0.644,3.881,2.3,0.342
Needs Support,2.191,0.696,0.723,2.728,0.624,3.618,2.467,0.452
Needs Support,2.443,0.455,0.613,2.607,0.612,4.053,1.885,0.392
Needs Support,2.076,0.494,0.622,2.742,0.4,4.265,1.959,0.38
Needs Support,2.543,0.703,0.59,2.498,0.677,3.796,2.539,0.407
Needs Support,2.648,0.711,0.637,2.091,0.678,4.213,2.483,0.355
Needs Support,2.701,0.465,0.628,2.93,0.608,4.279,1.881,0.397
Needs Support,2.254,0.688,0.669,2.823,0.432,3.918,2.457,0.355
Needs Support,2.418,0.78,0.743,2.534,0.39,3.871,2.191,0.321
Needs Support,2.296,0.699,0.54,2.618,0.621,4.142,2.503,0.428
Needs Support,2.126,0.689,0.565,2.838,0.516,4.129,2.108,0.265
Needs Support,2.205,0.771,0.498,2.342,0.706,4.186,2.39,0.318
Needs Support,2.39,0.565,0.596,2.153,0.521,3.992,1.976,0.406
Needs Support,2.802,0.761,0.641,2.627,0.462,4.228,1.967,0.423
Needs Support,2.195,0.653,0.718,2.943,0.697,3.862,2.47,0.458
Needs Support,2.503,0.711,0.617,2.453,0.681,3.669,2.009,0.443
Needs Support,2.482,0.548,0.523,2.831,0.58,4.008,2.697,0.276
Needs Support,2.483,0.607,0.572,2.361,0.507,4.082,1.997,0.266
Needs Support,2.681,0.556,0.596,2.081,0.422,4.217,2.111,0.441
Needs Support,2.223,0.777,0.66,2.2,0.641,3.634,2.565,0.294
Needs Support,2.616,0.593,0.64,2.626,0.461,3.943,2.432,0.375
Needs Support,2.105,0.606,0.526,2.536,0.561,3.778,2.393,0.294
Needs Support,2.41,0.52,0.737,2.334,0.578,3.935,2.435,0.289
Needs Support,2.367,0.778,0.502,2.539,0.635,4.268,2.198,0.365
Needs Support,2.703,0.538,0.532,2.947,0.47,4.155,2.507,0.463
Needs Support,2.167,0.641,0.603,2.164,0.676,3.772,2.136,0.334
Needs Support,2.438,0.518,0.531,2.652,0.655,3.665,1.924,0.408
Needs Support,2.826,0.683,0.64,2.069,0.45,4.303,2.304,0.25
Needs Support,2.128,0.616,0.63,2.716,0.548,3.635,2.119,0.331
Needs Support,1.964,0.477,0.651,2.869,0.565,4.278,2.292,0.345
Needs Support,2.562,0.64,0.767,2.872,0.625,3.802,2.285,0.38
Needs Support,2.693,0.58,0.696,2.26,0.513,4.185,1.892,0.392
Needs Support,2.808,0.777,0.503,2.365,0.527,4.341,2.728,0.217
Needs Support,2.506,0.428,0.656,2.147,0.487,3.861,2.674,0.433
Needs Support,2.624,0.636,0.504,2.312,0.531,4.155,2.282,0.488
Needs Support,2.483,0.557,0.542,2.13,0.549,3.641,2.361,0.243
Needs Support,2.003,0.591,0.583,2.622,0.475,3.974,1.883,0.292
Needs Support,2.484,0.749,0.631,2.08,0.391,3.852,2.413,0.444
Needs Support,2.068,0.636,0.55,2.333,0.657,3.949,1.923,0.469
Needs Support,2.031,0.546,0.54,2.232,0.589,3.994,2.147,0.427
Needs Support,2.042,0.607,0.611,2.238,0.653,4.148,2.744,0.483
Needs Support,2.844,0.621,0.761,2.69,0.43,3.7,2.724,0.236
Needs Support,2.71,0.525,0.563,2.261,0.431,4.245,2.341,0.431
Needs Support,2.557,0.439,0.589,2.219,0.501,3.925,1.991,0.485
Needs Support,2.373,0.712,0.522,2.673,0.647,4.376,1.875,0.466
Needs Support,2.682,0.544,0.737,2.426,0.701,4.335,2.728,0.463
Needs Support,2.073,0.752,0.732,2.859,0.613,3.86,2.129,0.296
Needs Support,2.812,0.742,0.678,2.061,0.652,3.796,2.396,0.429
Needs Support,2.544,0.475,0.62,2.665,0.616,4.097,1.961,0.298
Needs Support,2.817,0.473,0.574,2.812,0.67,4.39,2.632,0.347
Needs Support,2.276,0.579,0.568,2.452,0.502,3.739,1.973,0.341
Needs Support,2.618,0.732,0.479,2.6,0.494,3.63,2.681,0.418
Needs Support,2.209,0.428,0.517,2.051,0.584,3.93,2.638,0.266
Needs Support,2.088,0.575,0.613,2.626,0.451,4.163,2.637,0.475
Needs Support,2.331,0.562,0.477,2.28,0.607,4.305,2.036,0.483
Needs Support,2.507,0.664,0.525,2.487,0.481,3.885,1.92,0.448
Needs Support,2.16,0.656,0.741,2.072,0.526,3.82,1.85,0.457
Needs Support,2.163,0.584,0.632,2.494,0.554,3.972,2.682,0.387
Needs Support,2.207,0.598,0.753,2.916,0.399,3.664,2.093,0.268
Needs Support,1.961,0.62,0.767,2.066,0.611,3.907,2.221,0.468
Needs Support,2.687,0.722,0.675,2.523,0.647,3.687,2.024,0.437
Needs Support,2.038,0.548,0.736,2.756,0.671,3.715,1.87,0.481
Needs Support,1.985,0.63,0.507,2.513,0.428,3.823,2.222,0.37
Needs Support,2.663,0.442,0.533,2.714,0.579,4.246,2.5,0.304
Needs Support,2.645,0.56,0.734,2.191,0.415,3.615,2.444,0.315
Needs Support,2.16,0.483,0.699,2.476,0.478,3.867,2.086,0.244
Needs Support,2.003,0.484,0.767,2.288,0.434,4.17,2.747,0.27
Needs Support,2.276,0.663,0.64,2.438,0.544,4.313,2.737,0.403
Needs Support,1.989,0.533,0.623,2.124,0.505,4.335,2.149,0.392
Needs Support,2.751,0.58,0.495,2.101,0.484,4.253,2.258,0.36
Needs Support,2.251,0.623,0.511,2.365,0.609,4.374,2.176,0.265
Needs Support,2.457,0.616,0.641,2.761,0.598,3.905,2.392,0.44
Needs Support,2.644,0.465,0.569,2.114,0.53,3.86,2.172,0.442
Needs Support,2.19,0.587,0.589,2.829,0.663,4.335,2.334,0.318
Needs Support,2.727,0.587,0.609,2.809,0.504,4.304,2.091,0.449
Needs Support,2.11,0.641,0.718,2.178,0.589,3.646,2.476,0.291
Needs Support,2.137,0.698,0.522,2.865,0.394,3.941,1.934,0.327
Needs Support,2.162,0.582,0.531,2.92,0.531,3.759,2.568,0.362
Needs Support,2.174,0.596,0.746,2.811,0.654,3.601,2.691,0.295
Needs Support,2.055,0.516,0.516,2.522,0.477,4.047,2.517,0.302
Needs Support,2.372,0.7,0.507,2.583,0.573,4.24,1.972,0.279
Needs Support,2.643,0.542,0.709,2.357,0.552,4.182,2.44,0.223
Needs Support,2.586,0.734,0.518,2.33,0.451,4.397,2.241,0.252
Needs Support,2.042,0.64,0.751,2.723,0.402,4.073,2.593,0.354
Needs Support,2.152,0.465,0.477,2.841,0.565,3.904,2.284,0.423
Needs Support,2.721,0.433,0.52,2.79,0.48,3.8,2.174,0.304
Needs Support,2.259,0.641,0.511,2.107,0.592,4.313,2.3,0.26
Needs Support,2.752,0.762,0.515,2.339,0.689,3.737,1.873,0.26
Needs Support,2.772,0.447,0.48,2.58,0.472,4.291,2.435,0.378
Needs Support,2.766,0.678,0.617,2.589,0.587,4.213,2.6,0.41
Needs Support,2.665,0.48,0.594,2.806,0.431,4.175,2.249,0.485
Needs Support,2.802,0.663,0.72,2.778,0.558,4.352,2.11,0.443
Needs Support,2.704,0.755,0.758,2.284,0.519,4.384,2.194,0.415
Needs Support,2.195,0.68,0.692,2.273,0.519,3.736,2.393,0.228
Needs Support,2.819,0.489,0.493,2.787,0.567,4.279,2.05,0.425
Needs Support,2.696,0.585,0.562,2.266,0.574,3.865,2.131,0.385
Needs Support,2.261,0.722,0.686,2.222,0.459,3.949,2.076,0.393
Needs Support,2.024,0.434,0.532,2.053,0.391,4.361,1.925,0.221
Needs Support,2.303,0.446,0.523,2.858,0.708,3.867,1.935,0.37
Needs Support,2.363,0.68,0.6,2.423,0.539,3.637,2.341,0.338
Needs Support,2.064,0.69,0.756,2.133,0.629,4.014,2.275,0.245
Needs Support,2.654,0.47,0.504,2.521,0.643,4.256,2.088,0.298
Needs Support,2.293,0.748,0.766,2.914,0.48,4.224,2.552,0.484
Needs Support,2.063,0.556,0.652,2.82,0.609,3.66,2.702,0.398
Needs Support,2.661,0.75,0.495,2.21,0.54,3.695,2.312,0.239
Needs Support,2.276,0.442,0.7,2.304,0.65,4.043,2.312,0.337
Needs Support,2.333,0.459,0.743,2.237,0.698,3.64,2.339,0.313
Needs Support,2.257,0.501,0.761,2.358,0.565,4.257,2.443,0.316
Needs Support,2.322,0.671,0.503,2.078,0.685,3.7,1.995,0.292
Needs Support,2.791,0.641,0.601,2.259,0.546,4.171,2.442,0.26
Needs Support,2.462,0.669,0.706,2.168,0.437,4.015,2.409,0.453
Needs Support,2.256,0.753,0.554,2.08,0.574,3.888,2.509,0.43
Needs Support,2.412,0.484,0.616,2.373,0.704,3.811,2.564,0.233
Needs Support,1.987,0.516,0.734,2.207,0.703,4.333,1.981,0.474
Needs Support,2.216,0.463,0.52,2.72,0.598,4.262,2.104,0.304
Needs Support,2.583,0.738,0.677,2.567,0.447,4.051,2.284,0.478
Needs Support,2.499,0.55,0.557,2.082,0.508,4.056,2.401,0.31
Needs Support,2.629,0.509,0.74,2.372,0.39,4.062,2.269,0.268
Needs Support,2.225,0.773,0.559,2.777,0.59,4.053,2.114,0.484
Needs Support,2.638,0.649,0.69,2.197,0.539,4.312,2.749,0.417
Needs Support,2.25,0.731,0.546,2.122,0.6,4.21,2.51,0.313
Needs Support,2.714,0.71,0.583,2.445,0.529,3.654,2.528,0.328
Needs Support,2.308,0.657,0.718,2.252,0.554,4.003,2.208,0.309
Needs Support,2.225,0.658,0.705,2.221,0.431,3.848,2.129,0.255
Needs Support,2.47,0.637,0.746,2.461,0.483,3.83,1.911,0.285
Needs Support,2.603,0.474,0.513,2.173,0.447,3.838,2.368,0.386
Needs Support,2.23,0.535,0.683,2.734,0.562,3.676,1.904,0.418
Needs Support,2.541,0.633,0.667,2.136,0.476,4.349,1.914,0.304
Needs Support,2.813,0.732,0.627,2.444,0.46,4.047,2.265,0.398
Needs Support,2.202,0.706,0.734,2.88,0.399,3.926,1.955,0.374
Needs Support,2.639,0.675,0.482,2.083,0.505,4.147,2.334,0.321
Needs Support,2.546,0.553,0.518,2.937,0.708,3.983,2.31,0.403
Needs Support,2.269,0.426,0.607,2.81,0.687,3.678,2.545,0.334
Needs Support,2.534,0.489,0.714,2.307,0.62,3.966,2.366,0.368
Needs Support,2.572,0.498,0.651,2.371,0.523,4.061,2.278,0.347
Needs Support,2.722,0.64,0.546,2.348,0.455,4.151,1.866,0.439
Needs Support,2.191,0.504,0.63,2.468,0.454,3.978,1.999,0.325
Needs Support,2.403,0.755,0.555,2.284,0.486,3.613,2.717,0.333
Needs Support,2.699,0.752,0.744,2.6,0.705,3.946,2.434,0.435
Needs Support,2.327,0.454,0.608,2.358,0.691,3.989,2.297,0.246
Needs Support,2.062,0.743,0.6,2.27,0.588,3.897,2.531,0.482
Needs Support,2.816,0.613,0.531,2.671,0.541,4.182,2.521,0.379
Needs Support,2.291,0.423,0.589,2.324,0.705,4.278,1.984,0.42
Needs Support,2.314,0.547,0.5,2.542,0.69,4.039,1.981,0.249
Needs Support,2.101,0.483,0.491,2.626,0.536,4.071,1.874,0.41
Needs Support,2.634,0.762,0.577,2.899,0.5,3.684,2.416,0.477
Needs Support,2.651,0.661,0.702,2.554,0.454,3.716,2.481,0.479
Needs Support,2.118,0.728,0.658,2.906,0.671,3.657,2.156,0.487
Needs Support,2.79,0.458,0.744,2.208,0.422,3.631,2.356,0.262
Needs Support,2.564,0.542,0.492,2.826,0.428,4.114,2.282,0.378
Needs Support,1.988,0.672,0.484,2.881,0.464,3.62,1.874,0.239
Needs Support,2.046,0.648,0.601,2.356,0.559,3.919,1.984,0.336
Needs Support,2.844,0.597,0.584,2.236,0.602,4.384,1.957,0.412
Needs Support,2.289,0.674,0.509,2.081,0.541,3.617,2.62,0.429
Needs Support,2.575,0.674,0.705,2.448,0.479,3.667,2.639,0.443
Needs Support,2.409,0.569,0.484,2.141,0.472,4.031,2.572,0.355
Needs Support,2.002,0.462,0.662,2.329,0.679,4.161,2.45,0.318
Needs Support,2.383,0.772,0.709,2.927,0.403,4.103,2.382,0.451
Needs Support,1.972,0.432,0.586,2.333,0.672,3.9,1.94,0.453
Needs Support,2.378,0.557,0.547,2.238,0.394,3.838,2.692,0.39
Needs Support,2.452,0.52,0.738,2.072,0.424,4.2,2.473,0.306
Needs Support,2.418,0.428,0.658,2.731,0.594,4.364,1.941,0.303
Needs Support,2.354,0.441,0.488,2.225,0.438,3.624,2.73,0.459
Needs Support,2.22,0.554,0.637,2.394,0.475,4.173,2.705,0.282
Needs Support,2.233,0.487,0.724,2.668,0.484,4.164,2.33,0.488
Needs Support,2.592,0.538,0.589,2.913,0.456,4.327,2.13,0.422
Needs Support,2.541,0.642,0.72,2.697,0.551,4.201,1.88,0.28
Needs Support,2.388,0.76,0.765,2.556,0.407,4.396,2.324,0.372
Needs Support,2.701,0.459,0.478,2.136,0.529,4.147,2.699,0.223
Needs Support,2.185,0.731,0.544,2.311,0.499,3.608,2.49,0.417
Needs Support,2.508,0.664,0.736,2.161,0.533,3.836,1.921,0.27
Needs Support,2.066,0.527,0.642,2.776,0.668,4.005,2.575,0.222
Needs Support,2.599,0.683,0.489,2.079,0.543,3.678,1.911,0.236
Needs Support,2.446,0.532,0.519,2.4,0.636,3.637,2.03,0.268
Needs Support,2.119,0.746,0.693,2.228,0.418,3.637,2.716,0.41
Needs Support,2.178,0.708,0.528,2.892,0.673,4.369,2.318,0.285
Needs Support,2.095,0.678,0.673,2.425,0.433,4.27,2.377,0.31
Needs Support,2.512,0.637,0.51,2.941,0.576,4.255,2.631,0.342
Needs Support,2.165,0.62,0.533,2.321,0.394,4.008,2.145,0.433
Needs Support,2.613,0.546,0.687,2.656,0.509,4.196,1.912,0.416
Needs Support,2.611,0.689,0.498,2.925,0.511,3.653,2.112,0.315
Needs Support,2.478,0.631,0.49,2.352,0.591,4.192,2.108,0.211
Needs Support,2.483,0.687,0.753,2.555,0.595,4.147,2.152,0.221
Needs Support,2.292,0.548,0.573,2.368,0.464,3.736,2.337,0.422
Needs Support,2.471,0.751,0.588,2.229,0.54,4.039,2.516,0.442
Needs Support,2.026,0.601,0.583,2.717,0.662,4.393,2.126,0.293
Needs Support,2.287,0.639,0.521,2.061,0.553,4.042,2.092,0.404
Needs Support,2.351,0.527,0.64,2.552,0.645,3.852,2.33,0.245
Needs Support,2.381,0.739,0.592,2.092,0.582,4.304,2.328,0.439
Needs Support,2.297,0.555,0.601,2.638,0.674,3.633,2.199,0.375
Needs Support,2.842,0.565,0.7,2.06,0.507,3.729,2.604,0.273
Needs Support,2.144,0.698,0.565,2.569,0.707,4.037,2.195,0.319
Needs Support,2.587,0.646,0.717,2.938,0.582,3.901,1.932,0.457
Needs Support,1.972,0.453,0.491,2.352,0.511,4.169,1.855,0.247
Needs Support,2.668,0.54,0.702,2.366,0.482,4.041,2.464,0.429
Needs Support,2.23,0.746,0.648,2.913,0.48,4.167,2.453,0.478
Needs Support,2.621,0.517,0.569,2.402,0.433,4.071,2.71,0.279
Needs Support,2.224,0.699,0.586,2.124,0.63,4.139,2.627,0.283
Needs Support,2.454,0.482,0.592,2.64,0.696,3.668,2.259,0.305
Needs Support,2.523,0.666,0.746,2.885,0.684,4.028,2.586,0.214
Needs Support,2.309,0.425,0.481,2.613,0.613,4.094,2.034,0.235
Needs Support,2.117,0.721,0.572,2.354,0.396,4.183,2.604,0.441
Needs Support,2.754,0.736,0.558,2.652,0.589,3.846,2.325,0.306
Needs Support,2.392,0.482,0.741,2.406,0.481,4.014,2.054,0.46
Needs Support,2.155,0.49,0.587,2.851,0.618,4.079,2.165,0.474
Needs Support,2.038,0.535,0.59,2.66,0.697,3.682,2.216,0.381
Needs Support,2.749,0.484,0.741,2.645,0.48,4.313,1.875,0.483
Needs Support,2.821,0.5,0.701,2.828,0.586,3.827,2.634,0.37
Needs Support,2.624,0.508,0.654,2.247,0.582,4.376,2.581,0.435
Needs Support,2.434,0.585,0.675,2.66,0.428,3.601,2.267,0.367
Needs Support,2.356,0.604,0.77,2.053,0.693,4.285,2.556,0.277
Needs Support,2.682,0.463,0.717,2.487,0.571,3.847,2.199,0.381
