avg_mood_score,mood_variability,journal_negative_ratio,stress_mean,anxiety_mean,support_mean,stress_index,emotional_stability,positivity_ratio,confidence_score
1.787,0.784,0.799,2.076,3.325,3.4,68,53,20,88
1.098,0.841,0.588,1.03,4.979,3.798,69,45,41,89
2.834,0.651,0.953,4.583,2.914,3.191,99,71,5,89
3.6,0.935,0.788,1.62,2.978,4.55,43,92,21,91
3.119,0.899,0.264,1.64,4.48,3.075,51,79,74,83
3.168,0.351,0.768,2.938,2.929,3.779,66,91,23,96
3.95,0.603,0.513,1.54,1.781,2.005,21,89,49,83
1.647,0.65,0.315,2.075,1.06,2.064,37,49,69,83
3.408,0.207,0.354,1.325,4.219,3.598,43,100,65,96
4.969,0.576,0.96,4.093,3.885,3.455,84,100,4,93
2.531,0.98,0.766,1.695,1.655,3.678,39,65,23,85
3.794,0.895,0.973,4.869,2.316,1.155,90,66,3,72
2.812,0.868,0.869,1.043,1.36,4.022,25,74,13,90
3.766,0.193,0.095,3.915,3.984,4.701,74,100,90,96
3.194,0.952,0.152,3.719,1.651,2.882,53,79,85,81
4.357,0.11,0.974,2.712,1.311,3.295,41,100,3,96
3.739,0.478,0.018,2.204,1.312,2.621,19,100,98,90
3.911,0.636,0.253,1.304,3.432,3.225,29,100,75,90
4.683,0.419,0.387,2.987,1.388,3.709,32,100,61,96
2.173,0.192,0.724,4.807,1.844,4.434,92,82,28,96
2.371,0.643,0.833,1.498,2.357,3.864,45,70,17,94
4.046,0.357,0.152,3.4,4.368,2.207,69,100,85,90
3.842,0.787,0.304,1.304,1.025,1.468,6,81,70,76
1.328,0.535,0.545,3.03,1.951,2.203,68,44,46,86
2.125,0.656,0.799,4.264,3.212,4.373,99,70,20,96
3.168,0.156,0.076,2.385,2.572,1.827,40,89,92,92
4.579,0.694,0.273,4.338,4.364,2.751,82,100,73,86
1.285,0.929,0.889,2.555,4.644,4.762,95,50,11,93
1.339,0.955,0.098,2.438,4.83,1.405,79,35,90,72
1.711,0.415,0.023,1.085,4.978,3.021,54,68,98,94
4.102,0.704,0.04,4.658,3.684,3.351,79,100,96,89
1.295,0.608,0.329,1.008,1.87,2.155,31,45,67,84
3.18,0.221,0.083,4.184,2.974,4.291,73,100,92,96
2.388,0.45,0.67,4.028,1.835,1.908,77,61,33,86
4.025,0.898,0.799,4.396,4.884,1.314,100,74,20,73
2.194,0.106,0.383,3.441,4.073,1.496,86,66,62,92
4.056,0.101,0.459,3.95,3.518,1.57,75,99,54,92
4.654,0.439,0.189,3.451,1.006,4.64,32,100,81,96
2.372,0.645,0.544,1.17,4.603,4.112,57,76,46,95
4.096,0.098,0.489,4.801,1.557,3.599,69,100,51,96
2.114,0.879,0.939,4.199,2.229,1.288,91,38,6,73
4.247,0.77,0.577,4.546,2.89,3.88,79,100,42,91
1.877,0.26,0.521,3.855,1.055,4.055,68,75,48,96
3.578,0.732,0.257,4.784,4.551,2.73,99,89,74,85
4.199,0.404,0.846,3.305,3.094,2.527,67,97,15,91
4.917,0.211,0.989,1.836,2.465,3.337,34,100,1,96
2.709,0.671,0.017,2.712,1.709,4.18,39,89,98,95
3.827,0.875,0.02,2.787,4.891,1.584,63,84,98,75
1.349,0.952,0.532,3.296,1.601,2.27,69,36,47,77
1.077,0.96,0.908,4.891,4.883,4.686,100,45,9,92
2.194,0.096,0.255,4.385,4.57,3.843,100,87,75,96
2.216,0.74,0.513,1.456,4.904,2.233,65,56,49,82
2.827,0.104,0.893,1.626,3.978,3.952,61,90,11,96
3.184,0.793,0.993,2.712,3.229,1.552,70,60,1,76
3.483,0.238,0.07,4.282,4.286,2.13,85,96,93,92
2.622,0.239,0.573,2.624,3.583,3.192,68,81,43,96
2.759,0.82,0.386,1.593,1.563,2.427,27,68,61,81
2.784,0.213,0.129,1.553,3.721,3.882,42,97,87,96
1.784,0.656,0.391,2.66,4.239,3.567,79,63,61,92
1.361,0.989,0.047,1.286,3.226,3.647,43,53,95,85
3.922,0.853,0.374,4.31,2.014,1.728,65,82,63,76
3.627,0.423,0.346,1.811,2.718,1.769,34,87,65,86
4.183,0.795,0.39,1.626,3.349,4.786,34,100,61,96
3.654,0.565,0.086,3.599,2.993,3.593,60,100,91,94
4.196,0.536,0.773,1.603,2.793,1.468,35,87,23,82
1.113,0.528,0.808,3.564,4.472,4.087,100,52,19,96
2.258,0.333,0.543,2.797,1.953,2.045,57,64,46,90
1.399,0.131,0.212,2.236,1.531,4.25,44,75,79,96
1.93,0.96,0.177,2.296,1.236,3.776,37,63,82,86
1.649,0.435,0.338,1.397,1.152,4.654,27,75,66,96
2.069,0.635,0.246,1.306,4.938,1.397,59,53,75,79
4.853,0.981,0.131,1.447,2.254,4.958,10,100,87,93
2.342,0.244,0.663,1.945,3.33,3.26,59,76,34,96
3.12,0.813,0.993,3.67,4.249,2.025,96,63,1,79
3.967,0.415,0.077,2.617,1.098,3.36,23,100,92,96
4.714,0.698,0.917,4.589,2.075,2.818,75,100,8,86
1.418,0.723,0.294,4.485,1.098,3.897,77,59,71,92
1.908,0.312,0.186,4.448,1.912,4.057,79,79,81,96
1.614,0.659,0.291,1.768,3.955,1.562,61,45,71,80
2.354,0.143,0.755,4.801,3.531,2.823,100,73,25,96
1.124,0.647,0.415,3.257,4.566,1.628,97,35,59,80
1.235,0.418,0.104,4.903,4.526,1.925,100,49,90,87
2.604,0.557,0.313,2.809,2.486,2.809,55,75,69,89
4.829,0.579,0.19,4.695,2.244,1.017,63,100,81,78
4.927,0.565,0.606,1.467,1.693,1.593,13,100,39,82
1.202,0.246,0.884,4.901,3.846,3.529,100,54,12,96
1.82,0.699,0.333,4.549,1.613,2.887,81,58,67,87
2.632,0.991,0.592,3.136,2.129,3.723,62,69,41,85
4.806,0.205,0.099,4.655,2.457,3.468,63,100,90,96
1.43,0.442,0.238,2.773,1.28,2.988,50,59,76,93
2.676,0.83,0.766,1.224,2.6,2.821,39,64,23,83
3.842,0.729,0.11,2.985,1.298,4.943,32,100,89,96
2.946,0.956,0.326,3.41,3.253,2.575,70,70,67,79
1.172,0.653,0.122,4.728,2.206,4.326,91,62,88,96
3.709,0.766,0.572,2.861,1.016,3.254,38,90,43,87
2.266,0.858,0.476,1.287,1.12,2.233,23,55,52,79
3.088,0.465,0.383,3.733,3.979,1.978,82,78,62,86
4.258,0.379,0.602,4.091,2.994,1.783,73,96,40,87
1.42,0.783,0.809,1.085,1.302,4.868,35,58,19,96
1.44,0.537,0.861,1.353,1.472,4.011,42,56,14,96
1.385,0.378,0.599,2.143,3.489,1.618,70,43,40,86
1.899,0.763,0.565,1.406,3.905,2.612,58,52,44,84
1.554,0.291,0.491,2.812,4.623,2.44,89,56,51,93
4.359,0.93,0.648,4.229,1.535,1.949,61,87,35,76
3.29,0.767,0.901,4.852,4.925,1.072,100,60,10,74
4.973,0.809,0.613,2.262,1.592,1.632,25,98,39,77
2.137,0.705,0.229,4.029,4.795,1.813,100,56,77,80
4.441,0.927,0.344,1.365,1.31,4.56,6,100,66,92
2.292,0.122,0.783,3.843,4.458,4.837,100,88,22,96
1.133,0.726,0.676,2.647,4.214,2.625,89,38,32,84
1.407,0.968,0.326,1.291,1.476,3.828,31,52,67,86
1.778,0.244,0.304,3.018,2.584,2.898,66,68,70,96
1.098,0.68,0.353,4.87,4.544,4.168,100,55,65,95
4.484,0.396,0.175,3.997,1.329,4.668,45,100,83,96
3.52,0.903,0.644,4.121,4.376,1.191,94,66,36,72
2.995,0.745,0.593,2.597,2.813,3.757,58,81,41,91
2.172,0.126,0.524,1.491,2.487,3.339,42,78,48,96
2.143,0.812,0.889,2.39,4.295,4.453,82,66,11,93
1.085,0.834,0.87,4.266,4.103,2.845,100,34,13,83
2.658,0.365,0.317,3.52,1.902,2.501,60,77,68,92
3.268,0.876,0.631,1.514,4.952,2.294,60,71,37,79
4.551,0.56,0.901,1.853,4.229,1.889,54,94,10,84
2.682,0.123,0.598,1.474,2.735,3.998,41,91,40,96
4.643,0.372,0.789,1.155,3.928,1.195,36,96,21,84
4.686,0.111,0.776,4.176,3.2,2.897,77,100,22,96
2.057,0.717,0.988,2.643,1.887,2.453,64,49,1,84
4.38,0.243,0.414,1.257,4.483,2.96,38,100,59,96
4.098,0.282,0.349,1.72,3.782,1.518,40,97,65,88
3.622,0.483,0.898,2.696,2.552,2.666,58,85,10,90
1.322,0.69,0.275,2.957,3.891,3.188,81,52,72,89
2.809,0.84,0.485,4.523,2.056,2.41,80,67,52,81
4.761,0.704,0.439,4.228,1.423,3.474,53,100,56,90
1.462,0.43,0.949,3.689,4.77,2.044,100,42,5,88
2.207,0.981,0.428,4.717,4.054,4.358,100,69,57,89
1.311,0.219,0.557,2.646,3.589,4.744,79,71,44,96
3.915,0.715,0.263,4.95,1.085,1.537,64,85,74,78
3.979,0.649,0.99,2.326,1.609,2.033,41,82,1,83
2.94,0.394,0.646,2.399,2.909,4.883,57,96,35,96
3.695,0.272,0.103,3.039,4.136,2.313,62,100,90,93
2.157,0.522,0.329,2.632,2.732,1.831,59,59,67,84
1.878,0.362,0.107,2.905,1.321,2.699,47,68,89,93
4.697,0.351,0.455,3.603,2.724,3.955,56,100,54,96
1.654,0.186,0.239,4.592,2.881,3.985,94,76,76,96
4.786,0.853,0.158,4.796,3.409,3.306,76,100,84,86
3.216,0.18,0.032,2.25,3.059,1.21,42,85,97,88
4.65,0.622,0.802,4.672,1.028,1.961,64,96,20,83
1.337,0.964,0.903,3.62,4.208,1.881,100,27,10,75
4.612,0.539,0.791,2.27,3.47,2.113,50,99,21,86
3.178,0.682,0.097,2.854,3.578,1.695,58,76,90,80
4.519,0.55,0.056,4.364,3.924,3.645,74,100,94,94
4.359,0.318,0.713,3.72,3.388,2.848,73,100,29,95
3.176,0.552,0.792,1.287,1.749,2.0,29,72,21,85
3.438,0.975,0.729,3.229,2.116,2.487,60,72,27,78
4.459,0.759,0.745,2.664,1.263,2.462,34,95,26,83
2.351,0.951,0.763,4.142,4.671,3.832,100,63,24,87
4.052,0.648,0.108,2.198,2.043,2.877,25,100,89,88
1.694,0.903,0.678,3.805,2.09,2.061,82,40,32,77
4.529,0.341,0.26,2.648,2.73,4.118,39,100,74,96
1.539,0.348,0.399,2.928,2.342,3.037,66,61,60,95
3.294,0.195,0.954,4.175,4.588,4.924,100,100,5,96
3.005,0.553,0.476,1.521,1.853,4.256,28,91,52,96
1.355,0.404,0.212,4.006,4.334,4.15,100,68,79,96
2.467,0.753,0.94,2.913,1.758,3.195,63,62,6,87
1.722,0.827,0.153,3.889,4.95,3.46,100,60,85,87
1.918,0.301,0.828,3.567,1.657,2.515,75,58,17,93
4.121,0.994,0.11,3.805,3.618,4.959,66,100,89,92
3.71,0.566,0.016,2.876,4.007,2.934,57,100,98,90
2.143,0.195,0.14,4.096,1.102,3.943,62,86,86,96
3.772,0.333,0.723,3.392,1.179,2.581,50,93,28,93
4.771,0.141,0.579,1.884,3.539,4.522,39,100,42,96
1.992,0.266,0.059,4.164,2.589,2.159,78,68,94,92
1.017,0.436,0.387,1.858,4.844,3.375,78,52,61,95
3.448,0.094,0.067,4.425,2.494,3.896,69,100,93,96
4.502,0.288,0.709,4.549,2.561,3.934,77,100,29,96
2.107,0.916,0.959,4.054,3.347,3.939,100,58,4,88
3.876,0.98,0.867,4.358,4.646,2.679,100,80,13,79
2.979,0.58,0.241,3.494,2.268,3.574,60,88,76,93
3.837,0.918,0.049,3.914,1.405,2.605,47,91,95,80
4.08,0.97,0.738,3.88,1.766,3.091,62,88,26,82
3.787,0.138,0.159,1.498,3.033,1.238,27,95,84,89
2.35,0.976,0.065,3.351,4.32,2.599,79,63,94,79
2.647,0.452,0.15,1.404,1.327,4.147,18,91,85,96
4.949,0.937,0.934,1.253,4.097,2.64,40,99,7,80
1.553,0.352,0.05,1.836,3.185,2.369,50,60,95,91
2.857,0.981,0.102,2.288,3.574,1.404,52,62,90,71
3.885,0.781,0.372,4.766,4.228,4.743,95,100,63,96
4.923,0.576,0.352,4.876,2.48,1.189,70,100,65,79
3.642,0.102,0.56,2.899,3.153,3.024,60,100,44,96
4.276,0.55,0.412,1.825,4.978,4.685,53,100,59,96
3.448,0.539,0.668,1.569,2.195,3.51,33,91,33,94
1.06,0.098,0.651,3.204,2.213,3.571,78,58,35,96
1.053,0.855,0.74,3.281,1.412,1.666,73,25,26,76
3.196,0.128,0.272,3.248,1.222,4.315,44,100,73,96
1.599,0.798,0.879,4.148,1.16,4.299,83,55,12,93
1.767,0.444,0.88,3.306,1.587,4.437,72,67,12,96
3.832,0.357,0.271,1.867,1.004,2.306,15,98,73,91
2.112,0.324,0.279,4.014,4.551,1.611,98,62,72,87
2.749,0.656,0.71,4.246,3.107,1.738,91,61,29,81
3.383,0.248,0.145,1.714,4.687,4.852,50,100,85,96
1.507,0.72,0.254,4.329,1.51,2.064,77,46,75,81
1.338,0.406,0.032,1.685,2.865,2.268,46,55,97,89
1.86,0.905,0.92,2.012,1.659,1.072,52,31,8,71
4.808,0.449,0.639,1.052,1.652,1.445,8,100,36,84
3.25,0.998,0.766,2.395,3.284,1.978,60,64,23,74
2.948,0.823,0.24,1.566,3.829,4.466,45,89,76,93
1.937,0.114,0.55,3.782,2.563,2.475,82,66,45,96
1.204,0.207,0.918,2.476,2.898,4.537,77,63,8,96
4.622,0.993,0.12,1.672,3.219,3.841,24,100,88,86
4.892,0.743,0.109,1.658,1.118,2.912,1,100,89,86
1.997,0.902,0.867,3.382,1.171,1.538,67,38,13,74
1.153,0.16,0.945,3.708,2.704,3.756,96,56,5,96
2.762,0.87,0.322,3.776,3.507,3.349,80,75,68,86
3.119,0.529,0.965,2.769,2.389,2.176,63,70,4,86
1.428,0.65,0.545,1.284,1.797,1.387,38,37,46,79
3.238,0.102,0.747,1.386,3.664,4.815,48,100,25,96
3.841,0.354,0.943,4.311,4.976,2.7,100,92,6,93
4.491,0.1,0.76,4.349,2.411,1.581,73,100,24,92
3.563,0.204,0.531,2.448,4.576,3.727,67,100,47,96
3.41,0.829,0.141,3.439,3.312,1.76,64,77,86,77
1.083,0.369,0.537,4.303,4.943,1.418,100,37,46,85
4.746,0.712,0.161,1.895,2.183,2.482,17,100,84,84
4.065,0.225,0.166,1.232,2.111,2.21,12,100,83,93
1.735,0.399,0.022,2.94,1.57,3.402,49,71,98,96
1.116,0.938,0.697,2.769,3.454,2.011,84,28,30,76
3.117,0.444,0.927,1.664,4.181,4.562,62,92,7,96
3.25,0.82,0.109,3.537,3.178,3.767,65,91,89,89
1.595,0.839,0.741,1.249,2.281,1.634,45,35,26,76
1.354,0.26,0.191,3.63,4.581,3.515,97,66,81,96
1.831,0.493,0.518,3.305,3.282,1.623,81,50,48,84
3.498,0.613,0.632,4.747,4.409,4.877,100,100,37,96
2.294,0.253,0.356,1.55,3.961,4.422,53,88,64,96
1.766,0.862,0.522,2.337,3.968,3.366,73,54,48,86
4.085,0.687,0.579,2.014,3.204,2.782,43,95,42,86
1.766,0.709,0.825,4.639,2.362,4.338,100,61,18,95
4.796,0.8,0.711,4.966,1.18,2.971,67,100,29,85
4.605,0.952,0.352,4.842,4.732,2.26,95,97,65,77
1.65,0.555,0.246,1.397,2.261,2.35,37,55,75,87
3.927,0.561,0.985,1.834,3.263,2.189,50,84,2,86
4.074,0.939,0.762,2.526,4.72,1.556,70,76,24,73
4.858,0.782,0.986,1.023,1.053,3.126,8,100,1,86
4.524,0.097,0.884,3.225,3.133,3.249,64,100,12,96
1.44,0.838,0.852,4.755,3.346,2.327,100,36,15,80
1.904,0.973,0.703,3.368,3.555,2.667,88,46,30,79
3.348,0.972,0.017,1.514,3.189,1.73,30,75,98,74
3.851,0.318,0.727,3.823,4.007,1.753,85,88,27,88
4.991,0.145,0.81,4.861,1.85,3.027,73,100,19,96
3.734,0.595,0.615,4.872,2.308,3.874,83,98,39,95
4.025,0.175,0.788,4.317,4.812,4.758,100,100,21,96
4.217,0.328,0.458,3.686,4.423,1.005,79,92,54,84
1.843,0.807,0.493,3.565,3.384,1.936,86,46,51,78
4.879,0.803,0.117,1.326,3.967,2.0,24,100,88,79
3.82,0.116,0.01,3.074,3.533,1.735,54,100,99,93
3.224,0.903,0.082,2.971,1.245,3.938,36,91,92,88
3.946,0.941,0.145,4.656,1.805,1.306,64,81,86,72
3.527,0.49,0.863,1.06,2.369,1.6,30,75,14,84
4.242,0.643,0.422,3.813,1.479,3.566,50,100,58,92
2.238,0.117,0.075,3.215,3.161,2.595,67,79,93,96
4.513,0.506,0.698,3.482,1.733,1.141,51,91,30,80
4.594,0.646,0.671,4.843,1.062,1.431,65,93,33,79
4.916,0.524,0.528,3.109,3.102,2.061,52,100,47,86
3.365,0.531,0.88,2.216,2.227,4.627,48,96,12,96
1.165,0.496,0.043,2.153,1.912,1.317,45,42,96,82
2.713,0.556,0.909,2.272,4.975,2.883,83,69,9,90
4.797,0.772,0.567,1.782,2.748,1.213,29,93,43,75
4.233,0.719,0.549,2.1,2.647,1.968,37,90,45,81
4.558,0.326,0.294,2.445,4.408,3.639,53,100,71,96
4.241,0.098,0.199,2.811,2.106,4.072,36,100,80,96
3.498,0.515,0.725,1.029,4.192,3.62,45,92,28,95
3.665,0.958,0.881,4.825,4.868,4.652,100,92,12,91
3.925,0.335,0.948,4.215,2.911,3.698,84,100,5,96
3.543,0.117,0.196,2.415,2.632,1.689,41,94,80,93
2.091,0.886,0.72,2.735,1.469,3.248,56,56,28,85
4.191,0.542,0.827,2.574,1.768,1.959,42,90,17,85
4.362,0.622,0.907,2.127,4.74,2.019,65,90,9,83
2.114,0.468,0.65,4.351,1.776,4.028,83,73,35,96
4.557,0.86,0.033,2.406,4.152,4.892,44,100,97,95
2.275,0.698,0.326,1.251,3.92,3.499,48,71,67,90
4.042,0.553,0.9,2.989,2.345,3.047,57,94,10,91
4.324,0.166,0.95,3.577,1.413,3.262,56,100,5,96
3.592,0.758,0.682,1.685,1.485,2.459,27,80,32,83
2.169,0.551,0.568,2.685,4.661,3.502,84,69,43,94
3.775,0.585,0.617,1.417,3.336,1.829,38,83,38,83
1.034,0.9,0.848,1.124,1.99,4.01,47,41,15,89
1.94,0.362,0.912,2.091,3.603,3.299,72,63,9,96
4.383,0.942,0.531,4.054,3.285,2.437,73,92,47,78
4.573,0.087,0.981,3.475,2.288,4.022,62,100,2,96
3.743,0.152,0.815,1.85,3.311,2.356,49,93,19,96
4.196,0.343,0.798,4.354,4.045,4.204,93,100,20,96
3.055,0.664,0.873,4.038,1.075,2.856,68,73,13,87
1.783,0.776,0.562,1.291,4.234,3.405,60,56,44,88
1.396,0.705,0.426,2.684,4.761,3.134,88,51,57,88
2.544,0.176,0.599,4.998,2.367,2.378,95,75,40,95
2.243,0.557,0.329,1.74,1.576,2.113,32,62,67,85
3.482,0.497,0.551,4.161,3.488,1.764,85,80,45,84
1.358,0.584,0.148,4.181,1.878,1.733,78,45,85,82
3.018,0.833,0.502,2.818,4.971,1.982,81,67,50,78
2.806,0.172,0.816,3.19,1.303,1.281,58,68,18,89
3.353,0.975,0.738,4.912,1.19,4.699,78,88,26,91
4.551,0.807,0.043,4.656,4.21,3.915,81,100,96,90
1.3,0.853,0.576,3.883,3.148,1.612,95,31,42,75
3.943,0.57,0.188,1.602,3.818,2.697,36,99,81,88
1.737,0.782,0.443,2.045,4.25,4.554,70,66,56,95
4.015,0.375,0.679,2.764,3.661,2.343,62,95,32,91
4.657,0.45,0.051,3.975,4.787,2.139,75,100,95,88
2.919,0.156,0.025,2.783,1.148,2.171,33,88,97,95
2.138,0.416,0.316,4.858,3.087,3.34,98,74,68,96
1.012,0.55,0.022,1.697,2.104,2.821,41,50,98,90
2.772,0.788,0.514,3.497,4.411,4.592,88,84,49,95
2.762,0.367,0.766,3.743,1.835,3.962,71,85,23,96
1.859,0.085,0.832,4.848,4.825,3.939,100,73,17,96
2.399,0.09,0.461,1.455,1.219,4.858,26,96,54,96
2.055,0.893,0.505,1.099,3.937,4.222,51,66,49,90
1.918,0.09,0.241,3.1,2.013,4.136,59,84,76,96
4.823,0.984,0.015,2.965,2.553,2.353,35,100,98,77
2.248,0.339,0.02,1.284,1.77,3.369,21,82,98,96
4.268,0.195,0.142,3.038,4.9,1.953,66,100,86,92
2.6,0.107,0.346,3.02,3.695,3.641,71,91,65,96
4.869,0.118,0.949,3.442,1.859,2.746,54,100,5,96
1.792,0.381,0.614,2.77,4.646,2.654,89,58,39,92
4.439,0.308,0.945,2.638,1.503,1.676,41,95,5,88
4.503,0.198,0.524,2.16,3.476,1.997,44,100,48,93
1.886,0.207,0.485,1.124,2.446,2.492,37,65,51,95
4.665,0.513,0.848,2.176,2.605,1.92,41,98,15,85
4.507,0.656,0.69,1.011,4.487,4.648,39,100,31,96
4.798,0.477,0.713,2.788,1.695,2.147,37,100,29,87
3.404,0.302,0.54,3.846,2.253,1.744,68,83,46,89
2.682,0.866,0.088,3.647,2.163,3.696,60,80,91,88
4.832,0.993,0.837,2.84,3.245,4.216,56,100,16,88
4.345,0.63,0.974,4.878,3.107,3.071,94,97,3,89
3.104,0.548,0.76,1.826,3.057,3.833,50,86,24,96
3.841,0.159,0.628,4.111,4.256,4.65,90,100,37,96
4.93,0.933,0.145,1.783,3.308,1.097,25,97,86,71
4.204,0.803,0.794,3.953,4.819,1.707,94,83,21,77
2.587,0.946,0.537,2.634,1.119,2.279,43,58,46,77
2.445,0.49,0.297,4.709,4.93,1.884,100,66,70,85
2.876,0.137,0.965,4.164,2.003,1.377,83,68,4,90
2.923,0.256,0.486,1.379,3.086,4.147,39,95,51,96
4.487,0.402,0.728,1.575,1.947,1.204,23,93,27,83
3.65,0.346,0.299,1.81,3.852,2.764,44,98,70,94
1.761,0.638,0.858,2.131,3.051,3.199,68,53,14,90
3.277,0.8,0.952,4.251,4.323,4.359,100,85,5,93
4.482,0.671,0.247,4.793,2.196,3.796,68,100,75,93
3.121,0.408,0.437,2.242,2.685,4.068,46,96,56,96
1.729,0.181,0.738,2.821,4.123,4.84,87,78,26,96
2.537,0.302,0.855,2.378,3.439,4.292,69,83,15,96
1.499,0.757,0.426,4.312,2.79,1.651,93,40,57,78
2.221,0.493,0.706,2.288,1.134,1.725,44,55,29,84
2.908,0.77,0.404,3.461,4.419,2.762,84,74,60,84
4.399,0.26,0.271,3.915,1.498,2.3,48,100,73,93
4.151,0.604,0.154,2.914,3.442,4.778,51,100,85,96
2.662,0.979,0.99,2.668,3.543,1.838,77,49,1,74
2.999,0.655,0.018,2.043,2.95,1.805,39,76,98,81
1.607,0.73,0.417,4.006,1.426,3.401,74,56,58,89
3.463,0.404,0.973,4.604,1.509,2.101,81,79,3,89
2.736,0.099,0.176,3.516,1.296,1.902,51,82,82,94
4.676,0.948,0.859,1.301,1.808,2.476,19,93,14,79
1.8,0.646,0.195,1.379,3.017,3.269,42,64,81,90
3.801,0.733,0.327,3.013,1.68,4.382,41,100,67,95
1.278,0.746,0.181,4.862,4.467,3.537,100,54,82,89
4.329,0.52,0.074,4.353,2.176,4.596,58,100,93,96
4.01,0.64,0.74,2.787,1.899,4.469,46,100,26,96
4.423,0.571,0.568,2.603,3.685,3.219,54,100,43,91
3.854,0.65,0.891,1.565,4.024,1.909,52,80,11,82
4.151,0.357,0.829,3.472,2.611,2.671,65,99,17,93
2.197,0.91,0.621,1.072,2.334,1.971,35,49,38,76
1.087,0.646,0.534,3.362,3.825,4.165,94,53,47,95
4.231,0.153,0.029,4.191,3.588,4.005,70,100,97,96
4.86,0.426,0.526,2.834,3.947,4.483,56,100,47,96
3.758,0.583,0.682,4.336,1.568,3.742,69,97,32,94
4.799,0.674,0.972,1.956,2.793,2.838,40,100,3,87
3.023,0.665,0.607,2.646,2.811,4.633,58,90,39,96
3.559,0.959,0.862,3.088,4.631,1.058,84,61,14,70
4.636,0.08,0.665,3.609,3.149,1.962,65,100,34,95
4.341,0.166,0.614,4.758,1.091,3.547,65,100,39,96
1.991,0.41,0.88,1.533,3.42,4.147,60,70,12,96
3.84,0.842,0.946,4.359,3.869,4.256,97,93,5,92
4.738,0.965,0.435,3.875,1.591,3.375,49,100,56,84
3.246,0.373,0.036,3.346,4.694,4.083,75,100,96,96
3.622,0.563,0.418,1.235,3.423,2.81,33,91,58,89
4.853,0.847,0.937,1.225,4.126,4.425,41,100,6,92
3.764,0.654,0.959,4.393,1.141,2.063,71,78,4,83
3.921,0.434,0.433,2.309,4.682,3.049,61,100,57,94
3.743,0.526,0.815,2.64,1.478,3.475,43,94,19,94
1.615,0.356,0.142,4.51,3.176,1.405,94,52,86,85
2.374,0.271,0.77,2.087,3.211,3.179,62,73,23,96
4.317,0.199,0.762,3.416,2.684,3.419,62,100,24,96
1.829,0.65,0.178,3.105,3.884,2.094,77,55,82,83
1.485,0.694,0.909,1.09,4.042,4.938,64,60,9,96
3.744,0.205,0.149,2.364,2.367,1.91,35,98,85,92
1.292,0.799,0.246,1.24,2.648,1.414,41,36,75,75
4.233,0.698,0.329,1.977,1.214,4.354,16,100,67,95
4.704,0.604,0.434,3.469,1.456,3.636,41,100,57,93
3.869,0.76,0.803,2.424,2.509,1.307,49,74,20,76
4.08,0.246,0.059,2.353,2.168,1.401,28,100,94,88
1.599,0.155,0.857,2.642,1.771,4.987,64,75,14,96
2.009,0.914,0.154,3.784,2.532,3.014,73,60,85,83
4.337,0.25,0.107,3.41,4.986,4.587,72,100,89,96
2.617,0.175,0.424,3.351,2.28,4.759,64,97,58,96
3.319,0.673,0.947,3.449,3.206,1.454,80,65,5,79
2.002,0.351,0.26,2.878,2.414,4.527,59,83,74,96
1.931,0.751,0.067,3.765,4.543,1.965,92,55,93,80
4.914,0.788,0.7,3.321,2.363,1.935,51,99,30,79
4.744,0.536,0.812,3.759,4.449,4.386,83,100,19,96
1.242,0.761,0.638,3.242,2.553,3.861,80,50,36,91
4.788,0.409,0.048,2.114,3.336,3.82,30,100,95,96
4.851,0.235,0.932,2.884,3.4,3.014,60,100,7,96
1.359,0.313,0.958,4.78,4.608,2.752,100,48,4,94
2.645,0.827,0.063,1.872,4.675,1.911,57,66,94,78
2.562,0.389,0.675,3.681,2.482,2.051,77,67,32,89
4.622,0.593,0.245,4.929,1.68,2.25,64,100,76,85
3.08,0.476,0.199,4.175,3.697,4.377,83,99,80,96
1.977,0.786,0.943,4.308,3.067,1.46,100,39,6,76
1.38,0.222,0.883,4.328,2.805,3.789,100,60,12,96
1.816,0.369,0.94,1.47,1.186,4.804,40,72,6,96
2.254,0.785,0.152,4.659,1.622,4.742,76,81,85,96
1.125,0.711,0.658,4.325,4.209,1.031,100,26,34,75
3.49,0.462,0.071,4.917,3.109,4.59,83,100,93,96
2.926,0.597,0.188,3.348,3.809,2.861,72,82,81,89
4.705,0.618,0.091,1.28,4.183,2.97,26,100,91,89
4.464,0.181,0.803,4.405,3.87,3.861,90,100,20,96
3.935,0.782,0.716,3.388,2.278,1.952,60,81,28,79
1.907,0.564,0.464,2.984,3.323,1.061,75,46,54,79
4.557,0.211,0.788,2.518,2.751,4.636,47,100,21,96
4.608,0.113,0.576,3.528,2.5,1.161,56,100,42,89
1.116,0.818,0.729,1.703,4.345,4.131,76,47,27,91
1.52,1.0,0.256,4.555,2.507,4.203,91,57,74,88
2.218,0.188,0.606,3.814,4.56,1.239,100,59,39,88
4.986,0.92,0.106,4.858,1.752,3.677,57,100,89,86
4.428,0.572,0.529,3.212,1.659,1.152,43,91,47,79
2.526,0.797,0.41,3.17,2.41,2.533,63,64,59,82
2.805,0.956,0.297,2.783,1.216,2.657,40,69,70,79
1.17,0.159,0.067,4.393,1.893,1.015,81,47,93,88
3.58,0.434,0.148,4.459,1.505,4.084,61,100,85,96
4.457,0.303,0.087,3.468,2.558,4.028,47,100,91,96
2.605,0.178,0.771,3.338,4.38,4.058,92,87,23,96
